ra;fase;turma;idade;ano_ingresso;pedra;inde;classificacao_geral;classificacao_fase;classificacao_turma;recomendacao_avaliador_1;recomendacao_avaliador_2;recomendacao_avaliador_3;recomendacao_avaliador_4;iaa;ieg;ips;recomendacao_psicologia;ida;nota_matematica;nota_portugues;nota_ingles;indicado_bolsa;atingiu_ponto_virada;ipv;ian;fase_ideal;defasagem;destaque_ieg;destaque_ida;destaque_ipv;ipp;ano;feminino;masculino;formado;instituicao_nao_informada;instituicao_privada;instituicao_publica;pedra_oe;rec_aval_1_oe;rec_aval_2_oe;rec_aval_3_oe;rec_aval_4_oe;recomendacao_psicologia_le
RA-1498;2;M;13;2024;ametista;7.147881818;663.0;110.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;7.8;7.5;Não avaliado;7.0;5.0;9.0;0.0;0;0;6.3;5.0;3;-1.0;1;0;0;8.1;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1499;2;N;12;2024;ametista;7.9148;366.0;63.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.4;9.3;6.9;Não avaliado;6.5;6.0;7.0;0.0;0;0;7.1;10.0;2;0.0;1;0;0;8.1;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-788;2;N;10;2021;ametista;7.922106827;363.0;62.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.4;9.5;6.3;Não avaliado;5.8;4.0;7.5;0.0;0;0;7.8;10.0;2;0.0;1;0;1;8.4;2024;0;1;0;0;1;0;2;0;0;0;0;1
RA-1500;2;N;11;2024;ametista;7.36045;601.0;99.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;8.3;6.9;Não avaliado;3.5;2.0;5.0;0.0;0;0;7.6;10.0;2;0.0;1;0;1;8.4;2024;0;1;0;0;0;1;2;0;0;0;0;1
RA-777;2;N;10;2022;ametista;7.563515408;517.0;81.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;8.8;7.5;Não avaliado;4.5;3.5;5.5;0.0;0;0;7.7;10.0;2;0.0;1;0;1;8.1;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1063;2;N;12;2023;ametista;7.27925;625.0;106.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;5.3;9.8;7.5;Não avaliado;7.8;9.0;6.5;0.0;0;0;6.1;5.0;3;-1.0;1;1;0;7.8;2024;0;1;0;0;0;1;2;0;0;0;0;1
RA-664;2;N;12;2022;ametista;7.501724409;542.0;88.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;6.8;7.5;Não avaliado;5.8;3.0;8.5;0.0;0;0;7.7;10.0;2;0.0;0;0;1;8.1;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1501;2;N;11;2024;topazio;8.04495;303.0;51.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;10.0;7.5;Não avaliado;5.0;4.5;5.5;0.0;0;0;7.5;10.0;2;0.0;1;0;0;8.4;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-764;2;N;10;2022;ametista;7.83837029;397.0;68.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;7.9;7.5;Não avaliado;6.0;3.0;9.0;0.0;0;0;8.3;10.0;2;0.0;1;0;1;8.4;2024;0;1;0;0;1;0;2;0;0;0;0;1
RA-1064;2;N;11;2023;topazio;8.980235088;26.0;9.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;9.7;7.5;Não avaliado;8.5;8.0;9.0;0.0;0;1;8.8;10.0;2;0.0;1;1;1;8.8;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-1065;2;N;11;2023;topazio;8.863493478;47.0;15.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;8.8;6.3;Não avaliado;9.3;9.0;9.5;0.0;0;1;8.8;10.0;2;0.0;1;1;1;9.1;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-1502;2;N;12;2024;agata;6.886091026;749.0;121.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;7.6;7.5;Não avaliado;5.3;3.5;7.0;0.0;0;0;7.4;5.0;3;-1.0;1;0;0;7.8;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-781;2;N;11;2021;topazio;8.496283333;129.0;30.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;9.8;7.5;Não avaliado;7.3;5.0;9.5;0.0;0;1;8.5;10.0;2;0.0;1;0;1;8.4;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-608;2;N;11;2022;quartzo;5.778986232;972.0;173.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;3.1;6.9;Não avaliado;4.3;5.0;3.5;0.0;0;0;5.1;10.0;2;0.0;0;0;0;7.2;2024;0;1;0;0;0;1;0;0;0;0;0;1
RA-796;2;P;12;2022;ametista;7.052457703;698.0;114.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;8.2;7.5;Não avaliado;5.3;3.0;7.5;0.0;0;0;7.3;5.0;3;-1.0;1;0;0;7.9;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-797;2;P;12;2021;agata;6.597315152;852.0;149.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;4.8;7.5;Não avaliado;7.3;8.0;6.5;0.0;0;0;6.7;5.0;3;-1.0;0;0;0;6.7;2024;0;1;0;0;0;1;1;0;0;0;0;1
RA-636;2;P;12;2022;agata;6.380227911;892.0;158.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;4.9;7.5;Não avaliado;5.3;4.0;6.5;0.0;0;0;5.6;10.0;2;0.0;0;0;0;6.9;2024;0;1;0;0;0;1;1;0;0;0;0;1
RA-1140;2;P;12;2023;ametista;7.347388038;606.0;100.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.8;6.1;7.5;Não avaliado;7.0;4.5;9.5;0.0;0;0;7.4;10.0;2;0.0;0;0;0;8.1;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1503;2;P;13;2024;agata;6.9917;719.0;118.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;10.0;7.5;Não avaliado;2.8;3.0;2.5;0.0;0;0;7.7;5.0;3;-1.0;1;0;1;9.0;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-814;2;P;11;2022;ametista;7.971648485;335.0;55.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.4;9.1;7.5;Não avaliado;7.5;8.0;7.0;0.0;0;0;7.1;10.0;2;0.0;1;0;0;7.5;2024;0;1;0;0;0;1;2;0;0;0;0;1
RA-637;2;P;12;2021;ametista;7.685321212;469.0;76.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;6.2;7.5;Não avaliado;7.8;6.5;9.0;0.0;0;0;7.8;10.0;2;0.0;0;1;1;8.3;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-652;2;P;11;2022;ametista;7.36189697;599.0;98.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;6.9;7.5;Não avaliado;5.5;4.5;6.5;0.0;0;0;7.7;10.0;2;0.0;0;0;1;7.9;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-816;2;P;11;2022;topazio;8.929745455;36.0;11.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.0;9.8;7.5;Não avaliado;9.3;8.5;10.0;0.0;0;1;8.8;10.0;2;0.0;1;1;1;9.2;2024;1;0;0;0;1;0;3;0;0;0;0;1
RA-1504;2;P;12;2024;agata;6.057060606;931.0;163.0;14.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;4.6;5.6;Não avaliado;6.8;5.0;8.5;0.0;0;0;6.9;5.0;3;-1.0;0;0;0;5.8;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-638;2;P;11;2021;agata;6.746487879;797.0;133.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;5.7;7.5;Não avaliado;5.0;4.0;6.0;0.0;0;0;5.9;10.0;2;0.0;0;0;0;8.1;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-1505;2;P;13;2024;agata;6.719917172;806.0;136.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;7.5;7.5;Não avaliado;3.8;3.0;4.5;0.0;0;0;6.9;5.0;3;-1.0;0;0;0;8.8;2024;0;1;0;0;0;1;1;0;0;0;0;1
RA-643;2;P;12;2022;agata;6.402239075;889.0;157.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;6.9;7.5;Não avaliado;4.5;3.0;6.0;0.0;0;0;5.8;5.0;3;-1.0;0;0;0;8.1;2024;0;1;0;0;0;1;1;0;0;0;0;1
RA-645;2;P;12;2022;ametista;7.502239394;541.0;87.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.4;8.4;7.5;Não avaliado;5.3;3.0;7.5;0.0;0;0;7.6;10.0;2;0.0;1;0;1;7.7;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1068;2;R;11;2023;topazio;9.01500303;22.0;7.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;9.1;7.5;Não avaliado;9.5;9.0;10.0;0.0;0;1;8.7;10.0;2;0.0;1;1;1;8.5;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-798;2;R;12;2022;quartzo;4.674365368;1044.0;184.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.8;3.5;7.5;Não avaliado;4.8;4.0;5.5;0.0;0;0;2.9;5.0;3;-1.0;0;0;0;5.0;2024;0;1;0;0;0;1;0;0;0;0;0;1
RA-799;2;R;11;2022;ametista;7.702648485;463.0;75.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;9.1;7.5;Não avaliado;5.3;5.0;5.5;0.0;0;0;7.5;10.0;2;0.0;1;0;0;7.9;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1506;2;R;11;2024;ametista;7.151855844;662.0;109.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;8.4;7.5;Não avaliado;3.5;0.0;7.0;0.0;0;0;7.9;10.0;2;0.0;1;0;1;6.5;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-802;2;R;11;2021;ametista;7.831797403;402.0;69.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;7.0;7.5;Não avaliado;8.8;9.0;8.5;0.0;0;0;6.7;10.0;2;0.0;0;1;0;8.3;2024;0;1;0;0;0;1;2;0;0;0;0;1
RA-1507;2;R;12;2024;quartzo;5.046077056;1029.0;180.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.9;4.4;7.5;Não avaliado;5.0;5.0;5.0;0.0;0;0;3.8;5.0;3;-1.0;0;0;0;4.6;2024;0;1;0;0;0;1;0;0;0;0;0;1
RA-1071;2;R;12;2023;quartzo;4.804862338;1038.0;182.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;4.2;7.5;Não avaliado;4.5;4.0;5.0;0.0;0;0;3.0;5.0;3;-1.0;0;0;0;4.2;2024;0;1;0;0;0;1;0;0;0;0;0;1
RA-1508;2;R;10;2024;topazio;8.180420779;252.0;44.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;7.2;7.5;Não avaliado;9.3;10.0;8.5;0.0;0;0;8.2;10.0;2;0.0;0;1;1;7.5;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-1509;2;R;11;2024;ametista;7.560230303;520.0;82.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;6.5;7.5;Não avaliado;7.5;7.0;8.0;0.0;0;0;7.4;10.0;2;0.0;0;0;0;6.7;2024;0;1;0;0;0;1;2;0;0;0;0;1
RA-1510;2;R;11;2024;topazio;9.464745454;3.0;2.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;9.8;7.5;Não avaliado;10.0;10.0;10.0;0.0;0;1;9.0;10.0;2;0.0;1;1;1;9.6;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-785;2;U;11;2022;topazio;9.154866667;11.0;4.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;10.0;7.5;Não avaliado;9.0;8.0;10.0;0.0;0;1;8.9;10.0;2;0.0;1;1;1;8.8;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-1511;2;U;11;2024;topazio;8.921707764;38.0;12.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;9.3;7.5;Não avaliado;8.8;8.0;9.5;0.0;0;1;8.6;10.0;2;0.0;1;1;1;8.4;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-752;2;U;12;2022;agata;6.57279265;859.0;151.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;7.5;7.5;Não avaliado;5.8;7.0;4.5;0.0;0;0;5.6;5.0;3;-1.0;0;0;0;5.9;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-790;2;U;13;2022;agata;6.808935507;779.0;129.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;6.8;7.5;Não avaliado;6.8;4.0;9.5;0.0;0;0;6.9;5.0;3;-1.0;0;0;0;7.2;2024;0;1;0;0;0;1;1;0;0;0;0;1
RA-590;2;U;12;2021;agata;6.712378054;811.0;137.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.0;8.5;6.3;Não avaliado;4.0;8.0;0.0;0.0;0;0;7.7;5.0;3;-1.0;1;0;1;7.5;2024;1;0;0;0;1;0;1;0;0;0;0;1
RA-1512;2;U;10;2024;topazio;8.10445;277.0;48.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.5;10.0;7.5;Não avaliado;5.5;7.0;4.0;0.0;0;0;7.6;10.0;2;0.0;1;0;1;7.8;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-472;2;U;14;2022;agata;6.639761077;837.0;145.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;7.5;7.5;Não avaliado;6.3;4.0;8.5;0.0;0;0;6.3;5.0;3;-1.0;0;0;0;6.3;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-628;2;U;13;2022;topazio;8.236616667;230.0;41.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;10.0;7.5;Não avaliado;9.0;8.0;10.0;0.0;0;0;7.8;5.0;3;-1.0;1;1;1;7.2;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-1513;2;U;12;2024;agata;6.550917172;865.0;153.0;14.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;7.5;7.5;Não avaliado;3.8;4.0;3.5;0.0;0;0;7.2;5.0;3;-1.0;0;0;0;7.5;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-1514;2;U;12;2024;ametista;7.520576263;533.0;84.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;8.0;7.5;Não avaliado;5.5;5.0;6.0;0.0;0;0;7.3;10.0;2;0.0;1;0;0;7.2;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-629;2;U;11;2022;topazio;8.061295238;294.0;50.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;9.5;7.5;Não avaliado;6.0;6.0;6.0;0.0;0;0;7.3;10.0;2;0.0;1;0;0;7.5;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-832;2;U;11;2022;topazio;8.240330435;226.0;40.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;8.7;7.5;Não avaliado;8.0;7.0;9.0;0.0;0;0;7.5;10.0;2;0.0;1;1;0;7.5;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-1515;2;U;12;2024;quartzo;5.832133333;965.0;172.0;15.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.4;6.7;6.3;Não avaliado;3.5;6.0;1.0;0.0;0;0;6.7;5.0;3;-1.0;0;0;0;6.9;2024;1;0;0;0;0;1;0;0;0;0;0;1
RA-833;2;U;11;2022;topazio;8.518457764;122.0;27.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.0;9.3;7.5;Não avaliado;8.0;9.0;7.0;0.0;0;0;7.9;10.0;2;0.0;1;1;1;8.1;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-819;2;U;10;2022;topazio;8.652552484;92.0;23.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;7.8;7.5;Não avaliado;9.0;8.0;10.0;0.0;0;1;8.5;10.0;1;1.0;1;1;1;8.4;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-1073;3;A;13;2022;ametista;7.085994577;688.0;110.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;6.4;7.5;Não avaliado;6.5;6.5;5.0;8.0;0;0;5.8;10.0;3;0.0;0;0;0;6.9;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-494;3;A;13;2022;ametista;7.922281328;362.0;49.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;7.3;8.8;Não avaliado;6.3;6.0;5.5;7.5;0;1;8.9;10.0;3;0.0;0;0;1;7.8;2024;1;0;0;0;1;0;2;0;0;0;0;1
RA-484;3;A;13;2022;quartzo;3.835477657;1053.0;209.0;14.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;3.9;2.5;Não avaliado;0.0;0.0;0.0;0.0;0;0;3.1;10.0;3;0.0;0;0;0;3.4;2024;0;1;0;0;0;1;0;0;0;0;0;1
RA-496;3;A;13;2021;agata;6.726607508;803.0;140.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;5.3;6.3;Não avaliado;5.7;5.0;4.5;7.5;0;0;6.2;10.0;3;0.0;0;0;0;6.7;2024;0;1;0;0;1;0;1;0;0;0;0;1
RA-1516;3;A;13;2024;ametista;7.217066033;644.0;97.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;5.4;9.4;Não avaliado;4.7;0.0;5.0;9.0;0;0;7.5;10.0;3;3.0;0;0;0;8.0;2024;1;0;0;0;1;0;2;0;0;0;0;1
RA-1143;3;A;16;2021;quartzo;5.881225668;955.0;182.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;5.2;9.4;Não avaliado;3.2;3.0;6.5;0.0;0;0;6.8;2.5;6;-3.0;0;0;0;7.0;2024;1;0;0;0;0;1;0;0;0;0;0;1
RA-1517;3;A;15;2024;agata;6.240744444;906.0;165.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;4.3;9.4;Não avaliado;4.7;5.0;4.5;4.5;0;0;6.7;5.0;4;-1.0;0;0;0;7.5;2024;0;1;0;0;0;1;1;0;0;0;0;1
RA-1518;3;A;15;2022;quartzo;5.721382143;978.0;188.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.1;5.7;9.4;Não avaliado;1.8;0.0;3.5;0.0;0;0;6.6;5.0;4;-1.0;0;0;0;7.7;2024;1;0;0;0;0;1;0;0;0;0;0;1
RA-227;3;A;13;2022;topazio;8.074015455;290.0;42.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;8.1;9.4;Não avaliado;6.5;4.0;6.0;9.5;0;0;7.5;10.0;3;0.0;1;0;0;7.5;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-487;3;A;12;2021;topazio;9.417137302;5.0;1.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.4;9.4;Não avaliado;9.7;10.0;9.0;10.0;0;1;9.2;10.0;3;0.0;1;1;1;9.1;2024;1;0;0;0;1;0;3;0;0;0;0;1
RA-1076;3;A;13;2021;ametista;7.479598365;552.0;80.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;7.8;8.1;Não avaliado;6.3;5.5;6.5;7.0;0;0;6.5;10.0;3;0.0;1;0;0;7.0;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1084;3;A;12;2023;agata;6.907110965;738.0;122.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;7.7;5.6;Não avaliado;3.7;1.0;6.0;4.0;0;0;7.5;10.0;3;0.0;1;0;0;7.0;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-490;3;A;12;2022;ametista;7.36808429;598.0;88.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;5.5;8.8;Não avaliado;6.2;5.5;6.0;7.0;0;0;7.3;10.0;2;1.0;0;0;0;7.8;2024;1;0;0;0;1;0;2;0;0;0;0;1
RA-346;3;A;12;2022;ametista;7.761749603;433.0;62.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;9.1;2.5;Não avaliado;6.2;6.0;4.5;8.0;0;0;8.3;10.0;3;0.0;1;0;1;8.0;2024;0;1;0;0;0;1;2;0;0;0;0;1
RA-546;3;B;13;2021;quartzo;5.70242601;981.0;189.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;5.8;3.8;8.1;Não avaliado;4.7;0.0;4.0;10.0;0;0;5.5;10.0;3;0.0;0;0;0;5.2;2024;1;0;0;0;0;1;0;0;0;0;0;1
RA-1087;3;B;13;2023;agata;6.913936532;737.0;121.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;8.4;8.8;Não avaliado;2.7;2.0;5.0;1.0;0;0;6.6;10.0;3;0.0;1;0;0;7.2;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-493;3;B;11;2021;ametista;7.464325;558.0;81.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;8.9;10.0;Não avaliado;3.2;3.0;4.0;2.5;0;0;6.7;10.0;2;1.0;1;0;0;7.0;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1520;3;B;14;2024;ametista;7.002646212;716.0;115.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;9.1;8.8;Não avaliado;3.8;4.0;3.5;0.0;0;0;7.3;5.0;4;-1.0;1;0;0;7.7;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1072;3;B;12;2023;ametista;7.815385675;411.0;58.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;5.6;8.8;Não avaliado;8.2;8.0;7.0;9.5;0;0;7.5;10.0;3;0.0;0;1;0;8.0;2024;0;1;0;0;0;1;2;0;0;0;0;1
RA-1521;3;B;14;2024;quartzo;5.065788844;1027.0;205.0;16.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;6.2;2.5;Não avaliado;3.2;2.0;5.5;2.0;0;0;5.5;5.0;4;-1.0;0;0;0;6.1;2024;1;0;0;0;0;1;0;0;0;0;0;1
RA-536;3;B;11;2021;ametista;7.770468182;429.0;60.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;9.1;8.1;Não avaliado;5.5;6.5;4.5;5.5;0;0;7.4;10.0;2;1.0;1;0;0;7.2;2024;1;0;0;0;0;1;2;0;0;0;0;1
RA-1079;3;B;13;2023;quartzo;5.42534133;1007.0;200.0;15.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;4.5;2.5;Não avaliado;6.3;5.0;7.5;6.5;0;0;4.2;10.0;3;0.0;0;0;0;4.2;2024;0;1;0;0;0;1;0;0;0;0;0;1
RA-331;3;B;14;2021;agata;6.231045707;908.0;166.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;7.7;8.8;Não avaliado;3.5;4.0;3.5;3.0;0;0;5.6;5.0;4;-1.0;1;0;0;6.1;2024;1;0;0;0;0;1;1;0;0;0;0;1
RA-1522;3;B;13;2024;topazio;8.3261;195.0;29.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;10.0;9.4;Não avaliado;7.0;10.0;4.0;0.0;0;0;7.1;10.0;3;0.0;1;0;0;6.9;2024;0;1;0;0;0;1;3;0;0;0;0;1
RA-1096;3;B;11;2023;topazio;9.189883333;9.0;3.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.9;8.8;Não avaliado;8.5;8.5;7.0;10.0;0;1;9.1;10.0;2;1.0;1;1;1;9.1;2024;1;0;0;0;0;1;3;0;0;0;0;1
RA-513;3;B;11;2021;topazio;8.72863254;76.0;8.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;8.8;8.1;Não avaliado;7.7;9.0;5.5;8.5;0;1;8.5;10.0;2;1.0;1;1;1;9.1;2024;0;1;0;0;1;0;3;0;0;0;0;1
